valid_time,latitude,longitude,mean_t2m,tsm_C
10/10/2024,19.05,72.8,301.30063,28.15063
10/10/2024,18.8,72.8,301.10117,27.95117
11/10/2024,19.05,72.8,301.2848,28.1348
11/10/2024,18.8,72.8,301.11227,27.96227
12/10/2024,19.05,72.8,300.75003,27.60003
12/10/2024,18.8,72.8,300.557,27.407
13-10-24,19.05,72.8,300.80276,27.65276
13-10-24,18.8,72.8,300.58194,27.43194
14-10-24,19.05,72.8,300.92874,27.77874
14-10-24,18.8,72.8,300.7547,27.6047
15-10-24,19.05,72.8,300.92804,27.77804
15-10-24,18.8,72.8,300.76562,27.61562
16-10-24,19.05,72.8,301.32748,28.17748
16-10-24,18.8,72.8,300.96732,27.81732
17-10-24,19.05,72.8,301.55698,28.40698
17-10-24,18.8,72.8,301.01657,27.86657
18-10-24,19.05,72.8,302.08618,28.93618
18-10-24,18.8,72.8,301.78394,28.63394
19-10-24,19.05,72.8,301.26633,28.11633
19-10-24,18.8,72.8,301.1507,28.0007
20-10-24,19.05,72.8,301.47717,28.32717
20-10-24,18.8,72.8,301.32358,28.17358
21-10-24,19.05,72.8,301.19815,28.04815
21-10-24,18.8,72.8,300.98276,27.83276
22-10-24,19.05,72.8,301.3674,28.2174
22-10-24,18.8,72.8,301.24368,28.09368
23-10-24,19.05,72.8,302.2274,29.0774
23-10-24,18.8,72.8,301.83844,28.68844
24-10-24,19.05,72.8,302.7206,29.5706
24-10-24,18.8,72.8,302.5299,29.3799
25-10-24,19.05,72.8,302.11258,28.96258
25-10-24,18.8,72.8,301.88217,28.73217
26-10-24,19.05,72.8,301.73602,28.58602
26-10-24,18.8,72.8,301.66916,28.51916
27-10-24,19.05,72.8,301.68765,28.53765
27-10-24,18.8,72.8,301.60022,28.45022
28-10-24,19.05,72.8,301.86053,28.71053
28-10-24,18.8,72.8,301.72394,28.57394
29-10-24,19.05,72.8,301.6593,28.5093
29-10-24,18.8,72.8,301.47778,28.32778
30-10-24,19.05,72.8,301.86136,28.71136
30-10-24,18.8,72.8,301.48495,28.33495
31-10-24,19.05,72.8,302.54822,29.39822
31-10-24,18.8,72.8,302.309,29.159
1/11/2024,19.05,72.8,302.64603,29.49603
1/11/2024,18.8,72.8,302.4567,29.3067
2/11/2024,19.05,72.8,302.4847,29.3347
2/11/2024,18.8,72.8,302.34384,29.19384
3/11/2024,19.05,72.8,302.68918,29.53918
3/11/2024,18.8,72.8,302.6738,29.5238
4/11/2024,19.05,72.8,302.4802,29.3302
4/11/2024,18.8,72.8,302.49628,29.34628
5/11/2024,19.05,72.8,302.465,29.315
5/11/2024,18.8,72.8,302.44437,29.29437
6/11/2024,19.05,72.8,302.12466,28.97466
6/11/2024,18.8,72.8,302.11386,28.96386
7/11/2024,19.05,72.8,301.7488,28.5988
7/11/2024,18.8,72.8,302.03635,28.88635
8/11/2024,19.05,72.8,301.73822,28.58822
8/11/2024,18.8,72.8,301.93063,28.78063
9/11/2024,19.05,72.8,301.64532,28.49532
9/11/2024,18.8,72.8,301.84415,28.69415
10/11/2024,19.05,72.8,301.4451,28.2951
10/11/2024,18.8,72.8,301.6898,28.5398
11/11/2024,19.05,72.8,301.30164,28.15164
11/11/2024,18.8,72.8,301.49832,28.34832
12/11/2024,19.05,72.8,301.07413,27.92413
12/11/2024,18.8,72.8,301.17587,28.02587
13-11-24,19.05,72.8,300.79965,27.64965
13-11-24,18.8,72.8,301.01138,27.86138
14-11-24,19.05,72.8,301.0143,27.8643
14-11-24,18.8,72.8,301.2523,28.1023
15-11-24,19.05,72.8,301.39676,28.24676
15-11-24,18.8,72.8,301.62247,28.47247
16-11-24,19.05,72.8,301.36963,28.21963
16-11-24,18.8,72.8,301.4875,28.3375
17-11-24,19.05,72.8,301.74454,28.59454
17-11-24,18.8,72.8,301.93942,28.78942
18-11-24,19.05,72.8,301.30154,28.15154
18-11-24,18.8,72.8,301.5265,28.3765
19-11-24,19.05,72.8,300.39978,27.24978
19-11-24,18.8,72.8,300.66147,27.51147
20-11-24,19.05,72.8,299.7904,26.6404
20-11-24,18.8,72.8,300.03818,26.88818
21-11-24,19.05,72.8,299.6597,26.5097
21-11-24,18.8,72.8,299.8192,26.6692
22-11-24,19.05,72.8,299.6091,26.4591
22-11-24,18.8,72.8,299.663,26.513
23-11-24,19.05,72.8,299.3057,26.1557
23-11-24,18.8,72.8,299.40424,26.25424
24-11-24,19.05,72.8,299.40482,26.25482
24-11-24,18.8,72.8,299.55862,26.40862
25-11-24,19.05,72.8,299.5506,26.4006
25-11-24,18.8,72.8,299.69443,26.54443
26-11-24,19.05,72.8,299.05783,25.90783
26-11-24,18.8,72.8,299.35214,26.20214
27-11-24,19.05,72.8,298.87634,25.72634
27-11-24,18.8,72.8,299.17517,26.02517
28-11-24,19.05,72.8,298.66153,25.51153
28-11-24,18.8,72.8,298.9633,25.8133
29-11-24,19.05,72.8,298.29343,25.14343
29-11-24,18.8,72.8,298.4767,25.3267
30-11-24,19.05,72.8,297.9448,24.7948
30-11-24,18.8,72.8,298.17374,25.02374
1/12/2024,19.05,72.8,298.56006,25.41006
1/12/2024,18.8,72.8,298.82047,25.67047
2/12/2024,19.05,72.8,299.6453,26.4953
2/12/2024,18.8,72.8,299.68118,26.53118
3/12/2024,19.05,72.8,300.5616,27.4116
3/12/2024,18.8,72.8,300.4966,27.3466
4/12/2024,19.05,72.8,301.06763,27.91763
4/12/2024,18.8,72.8,300.86508,27.71508
5/12/2024,19.05,72.8,300.8186,27.6686
5/12/2024,18.8,72.8,300.6788,27.5288
6/12/2024,19.05,72.8,300.6805,27.5305
6/12/2024,18.8,72.8,300.5158,27.3658
7/12/2024,19.05,72.8,300.2045,27.0545
7/12/2024,18.8,72.8,300.16843,27.01843
8/12/2024,19.05,72.8,298.69742,25.54742
8/12/2024,18.8,72.8,298.87137,25.72137
9/12/2024,19.05,72.8,298.00034,24.85034
9/12/2024,18.8,72.8,298.1421,24.9921
10/12/2024,19.05,72.8,297.9635,24.8135
10/12/2024,18.8,72.8,298.10587,24.95587
11/12/2024,19.05,72.8,298.75967,25.60967
11/12/2024,18.8,72.8,298.9689,25.8189
12/12/2024,19.05,72.8,298.28305,25.13305
12/12/2024,18.8,72.8,298.4702,25.3202
13-12-24,19.05,72.8,298.36667,25.21667
13-12-24,18.8,72.8,298.5893,25.4393
14-12-24,19.05,72.8,298.1387,24.9887
14-12-24,18.8,72.8,298.42767,25.27767
15-12-24,19.05,72.8,297.90506,24.75506
15-12-24,18.8,72.8,298.1144,24.9644
16-12-24,19.05,72.8,297.697,24.547
16-12-24,18.8,72.8,297.90372,24.75372
17-12-24,19.05,72.8,297.32242,24.17242
17-12-24,18.8,72.8,297.47446,24.32446
18-12-24,19.05,72.8,297.27478,24.12478
18-12-24,18.8,72.8,297.5228,24.3728
19-12-24,19.05,72.8,297.10318,23.95318
19-12-24,18.8,72.8,297.20853,24.05853
20-12-24,19.05,72.8,296.6299,23.4799
20-12-24,18.8,72.8,296.7441,23.5941
21-12-24,19.05,72.8,296.65573,23.50573
21-12-24,18.8,72.8,296.75693,23.60693
22-12-24,19.05,72.8,297.05942,23.90942
22-12-24,18.8,72.8,297.29114,24.14114
23-12-24,19.05,72.8,296.71786,23.56786
23-12-24,18.8,72.8,296.7717,23.6217
24-12-24,19.05,72.8,296.99902,23.84902
24-12-24,18.8,72.8,297.13364,23.98364
25-12-24,19.05,72.8,297.069,23.919
25-12-24,18.8,72.8,297.19406,24.04406
26-12-24,19.05,72.8,297.47363,24.32363
26-12-24,18.8,72.8,297.57782,24.42782
27-12-24,19.05,72.8,297.6351,24.4851
27-12-24,18.8,72.8,297.67953,24.52953
28-12-24,19.05,72.8,297.8203,24.6703
28-12-24,18.8,72.8,297.87283,24.72283
29-12-24,19.05,72.8,298.2369,25.0869
29-12-24,18.8,72.8,298.2071,25.0571
30-12-24,19.05,72.8,299.0372,25.8872
30-12-24,18.8,72.8,298.9874,25.8374
31-12-24,19.05,72.8,299.07617,25.92617
31-12-24,18.8,72.8,299.0099,25.8599
