DATE,DPT,WBT,DBT,Normal_Temp
2010-01-01,16.0875,19.775,25.725,30.4
2010-01-02,18.200000000000003,21.375,26.975,30.4
2010-01-03,19.7375,22.025,26.3,30.4
2010-01-04,18.025,20.45,24.575,30.4
2010-01-05,18.55,20.575,24.175,30.4
2010-01-06,17.55,20.525,25.575,30.4
2010-01-07,15.475,19.875,26.675,30.4
2010-01-08,15.524999999999999,19.55,25.775,30.4
2010-01-09,14.8875,18.925,24.975,30.4
2010-01-10,15.775,19.425,25.2,30.4
2010-01-11,18.7375,21.325,25.925,30.4
2010-01-12,20.5125,22.5,26.275,30.4
2010-01-13,12.5875,17.5,23.975,30.4
2010-01-14,12.9125,17.0,22.65,30.4
2010-01-15,16.5,20.05,25.85,30.4
2010-01-16,17.4625,21.225,27.599999999999998,30.4
2010-01-17,14.75,19.15,25.625,30.4
2010-01-18,16.45,19.325,24.0,30.4
2010-01-19,15.575,19.275,25.075,30.4
2010-01-20,14.0375,18.8,25.9,30.4
2010-01-21,14.3,19.05,26.05,30.4
2010-01-22,15.325,19.225,25.15,30.4
2010-01-23,15.3875,19.025,24.45,30.4
2010-01-24,16.8,19.75,24.55,30.4
2010-01-25,15.357142857142858,18.857142857142858,24.2,30.4
2010-01-26,12.725,18.2,25.900000000000002,30.4
2010-01-27,13.725,18.45,25.325,30.4
2010-01-28,12.125,17.725,25.275,30.4
2010-01-29,14.025,18.275,24.55,30.4
2010-01-30,14.15,18.875,25.825,30.4
2010-01-31,15.65,19.35,25.175,30.4
2010-02-01,18.2,20.725,25.175,31.1
2010-02-02,18.9875,21.25,25.35,31.1
2010-02-03,18.8625,20.725,24.1,31.1
2010-02-04,19.05,20.75,23.875,31.1
2010-02-05,20.325,21.7,24.375,31.1
2010-02-06,20.375,22.35,26.275,31.1
2010-02-07,19.5125,21.875,26.425,31.1
2010-02-08,21.525,22.7,25.1,31.1
2010-02-09,21.25,22.575,25.275,31.1
2010-02-10,19.475,21.45,24.975,31.1
2010-02-11,17.4625,19.975,24.224999999999998,31.1
2010-02-12,18.1375,20.45,24.425,31.1
2010-02-13,14.925,18.775,24.35,31.1
2010-02-14,12.5125,17.85,25.1,31.1
2010-02-15,12.525,17.925,25.3,31.1
2010-02-16,10.5875,17.1,25.4,31.1
2010-02-17,12.25,18.15,25.975,31.1
2010-02-18,15.4625,19.075,24.7625,31.1
2010-02-19,15.987499999999999,19.35,24.575,31.1
2010-02-20,17.575,20.375,25.175,31.1
2010-02-21,19.625,21.8,25.675,31.1
2010-02-22,18.9125,21.675,26.3,31.1
2010-02-23,19.2,21.2,24.875,31.1
2010-02-24,17.75,20.125,24.075,31.1
2010-02-25,18.475,20.5,24.075,31.1
2010-02-26,19.0375,21.425,25.825,31.1
2010-02-27,16.175,20.425,27.625,31.1
2010-02-28,14.8125,20.0,28.125,31.1
2010-03-01,16.4,21.075,28.5,32.6
2010-03-02,20.2125,22.775,27.5,32.6
2010-03-03,20.3125,22.7375,26.65,32.6
2010-03-04,20.15,22.35,26.35,32.6
2010-03-05,21.3,22.85,25.95,32.6
2010-03-06,20.5375,22.4,25.975,32.6
2010-03-07,19.575,21.775,25.85,32.6
2010-03-08,17.3,21.0,27.1,32.6
2010-03-09,15.9125,20.375,27.725,32.6
2010-03-10,18.65,22.225,28.55,32.6
2010-03-11,22.1875,24.275,28.6,32.6
2010-03-12,19.75,23.3,29.95,32.6
2010-03-13,18.6875,22.9,30.625,32.6
2010-03-14,22.1375,24.05,28.025,32.6
2010-03-15,21.2125,23.025,26.675,32.6
2010-03-16,21.2625,22.825,26.0,32.6
2010-03-17,22.4,24.025,27.4,32.6
2010-03-18,22.5625,24.85,29.625,32.6
2010-03-19,22.8125,25.075,29.875,32.6
2010-03-20,24.5625,26.0,29.275,32.6
2010-03-21,23.525,25.3,29.275,32.6
2010-03-22,16.2375,21.65,29.95,32.6
2010-03-23,18.9625,22.025,27.724999999999998,32.6
2010-03-24,21.8875,23.675,27.424999999999997,32.6
2010-03-25,22.925,24.375,27.525,32.6
2010-03-26,22.675,24.25,27.6,32.6
2010-03-27,22.125,23.95,27.725,32.6
2010-03-28,22.1375,24.025,27.9,32.6
2010-03-29,20.0625,23.15,28.775,32.6
2010-03-30,21.55,23.3,27.05,32.6
2010-03-31,22.5625,24.3,27.975,32.6
2010-04-01,22.2625,24.4,28.9,33.0
2010-04-02,23.1125,24.75,28.325,33.0
2010-04-03,20.5375,23.7,29.575,33.0
2010-04-04,18.0375,21.7,28.225,33.0
2010-04-05,19.1625,23.225,30.575,33.0
2010-04-06,21.075,23.925,29.725,33.0
2010-04-07,22.7125,25.0,29.9,33.0
2010-04-08,23.9125,26.075,31.075,33.0
2010-04-09,25.7,27.05,30.349999999999998,33.0
2010-04-10,25.412499999999998,26.625,29.575,33.0
2010-04-11,20.925,23.775,29.45,33.0
2010-04-12,22.3,24.675,29.875,33.0
2010-04-13,23.5125,25.175,28.95,33.0
2010-04-14,24.575,26.15,29.849999999999998,33.0
2010-04-15,25.125,26.55,30.0,33.0
2010-04-16,25.325,26.825,30.45,33.0
2010-04-17,24.45,26.575,31.35,33.0
2010-04-18,25.5125,26.9,30.35,33.0
2010-04-19,24.5375,26.225,30.175,33.0
2010-04-20,24.2875,26.15,30.525,33.0
2010-04-21,24.7625,26.4,30.325,33.0
2010-04-22,25.0375,26.425,29.775,33.0
2010-04-23,24.9125,26.85,31.55,33.0
2010-04-24,25.25,27.025000000000002,31.35,33.0
2010-04-25,23.928571428571427,26.0,30.857142857142858,33.0
2010-04-26,25.75,27.35,31.375,33.0
2010-04-27,24.8,26.65,31.125,33.0
2010-04-28,24.4875,26.3,30.6,33.0
2010-04-29,24.4625,26.45,31.075,33.0
2010-04-30,25.1375,27.025,31.575,33.0
2010-05-01,25.2,27.0,31.349999999999998,33.3
2010-05-02,25.1125,26.725,30.65,33.3
2010-05-03,24.475,26.375,30.775000000000002,33.3
2010-05-04,24.3,26.25,30.75,33.3
2010-05-05,24.9625,26.575,30.45,33.3
2010-05-06,25.15,26.775,30.75,33.3
2010-05-07,26.1375,27.625,31.4,33.3
2010-05-08,25.65,27.475,31.975,33.3
2010-05-09,25.2875,27.3,32.275,33.3
2010-05-10,26.1125,27.675,31.675,33.3
2010-05-11,24.85,26.75,31.25,33.3
2010-05-12,25.175,26.775,30.525,33.3
2010-05-13,24.7625,26.5,30.65,33.3
2010-05-14,24.8875,26.7,31.05,33.3
2010-05-15,24.3125,26.275,30.85,33.3
2010-05-16,24.275,26.125,30.5,33.3
2010-05-17,25.175,26.875,31.0,33.3
2010-05-18,25.8,27.475,31.675,33.3
2010-05-19,26.4625,27.7625,30.675,33.3
2010-05-20,26.3875,27.675,30.974999999999998,33.3
2010-05-21,26.6375,27.95,31.375,33.3
2010-05-22,27.35,28.525,31.7,33.3
2010-05-23,26.9625,28.275,31.775,33.3
2010-05-24,26.9,28.2,31.625,33.3
2010-05-25,26.65,28.075,31.799999999999997,33.3
2010-05-26,26.0375,27.724999999999998,31.974999999999998,33.3
2010-05-27,26.125,27.775,32.0,33.3
2010-05-28,25.7,27.5,31.975,33.3
2010-05-29,25.1625,27.025,31.575,33.3
2010-05-30,24.5375,26.65,31.675,33.3
2010-05-31,25.175,27.125,31.9,33.3
2010-06-01,25.325,27.325,32.2875,32.0
2010-06-02,25.9375,27.45,31.3,32.0
2010-06-03,26.1125,27.775,32.0,32.0
2010-06-04,25.6,27.375,31.8,32.0
2010-06-05,25.525,27.375,31.975,32.0
2010-06-06,25.5125,27.075,30.875,32.0
2010-06-07,25.725,26.975,30.075,32.0
2010-06-08,25.2625,26.5,29.5,32.0
2010-06-09,24.7875,26.15,29.099999999999998,32.0
2010-06-10,25.45,27.0,30.825,32.0
2010-06-11,24.7,25.925,28.85,32.0
2010-06-12,25.9375,26.95,29.525,32.0
2010-06-13,25.857142857142858,26.885714285714283,29.428571428571427,32.0
2010-06-14,25.4125,26.225,28.2,32.0
2010-06-15,25.3125,25.8,26.95,32.0
2010-06-16,25.6125,26.025,27.025,32.0
2010-06-17,25.65,26.55,28.75,32.0
2010-06-18,25.65,26.675,29.175,32.0
2010-06-19,25.9125,26.85,29.2,32.0
2010-06-20,26.0,26.95,29.275,32.0
2010-06-21,26.075,27.125,29.775,32.0
2010-06-22,26.6375,27.5,29.75,32.0
2010-06-23,25.6125,26.0,26.95,32.0
2010-06-24,24.885714285714283,25.2,25.885714285714283,32.0
2010-06-25,24.55,25.125,26.425,32.0
2010-06-26,25.0125,26.2,29.05,32.0
2010-06-27,25.462500000000002,26.725,29.8,32.0
2010-06-28,26.25,26.975,28.8,32.0
2010-06-29,26.2125,26.95,28.825,32.0
2010-06-30,26.2625,27.175,29.45,32.0
2010-07-01,26.1875,27.4,30.475,29.9
2010-07-02,24.925,25.65,27.325,29.9
2010-07-03,25.0,25.475,26.55,29.9
2010-07-04,25.45,26.2,28.0,29.9
2010-07-05,25.4625,26.2875,28.549999999999997,29.9
2010-07-06,25.175,25.675,26.875,29.9
2010-07-07,25.3625,25.875,27.075,29.9
2010-07-08,24.95,25.45,26.575,29.9
2010-07-09,24.6125,25.075,26.125,29.9
2010-07-10,22.9625,25.8,26.575,29.9
2010-07-11,25.857142857142858,26.74285714285714,28.914285714285715,29.9
2010-07-12,25.05,26.25,29.125,29.9
2010-07-13,25.375,26.325,28.6,29.9
2010-07-14,26.1,27.125,29.55,29.9
2010-07-15,25.825,26.425,27.875,29.9
2010-07-16,25.775,26.425,28.025,29.9
2010-07-17,25.5875,26.125,27.4,29.9
2010-07-18,25.2375,26.025,28.025,29.9
2010-07-19,25.9125,26.6,28.275,29.9
2010-07-20,25.1125,25.85,27.475,29.9
2010-07-21,25.483333333333334,25.833333333333332,26.666666666666668,29.899999999999995
2010-07-22,25.7,26.075,27.025,29.9
2010-07-23,25.5125,26.1,27.5,29.9
2010-07-24,24.9625,25.25,26.0,29.9
2010-07-25,25.475,26.225,28.075,29.9
2010-07-26,25.45,25.975,27.225,29.9
2010-07-27,25.7625,26.45,28.150000000000002,29.9
2010-07-28,25.5375,26.4,28.475,29.9
2010-07-29,24.925,25.7,27.5,29.9
2010-07-30,24.7625,25.425,26.95,29.9
2010-07-31,24.7375,25.075,25.775,29.9
2010-08-01,25.15,25.75,27.225,29.5
2010-08-02,25.2,25.975,27.8,29.5
2010-08-03,25.425,26.1,27.775,29.5
2010-08-04,25.1875,26.25,28.875,29.5
2010-08-05,25.4375,26.55,29.275,29.5
2010-08-06,25.2125,26.325,29.0,29.5
2010-08-07,24.95,25.475,26.675,29.5
2010-08-08,25.1875,26.05,28.075,29.5
2010-08-09,25.225,26.15,28.25,29.5
2010-08-10,25.1125,26.3,29.125,29.5
2010-08-11,25.15,26.0,28.025,29.5
2010-08-12,25.2,25.825,27.2625,29.5
2010-08-13,24.7375,25.675,27.825,29.5
2010-08-14,25.2625,25.925,27.525,29.5
2010-08-15,25.4,26.35,28.625,29.5
2010-08-16,25.7625,26.35,27.8,29.5
2010-08-17,25.5875,25.775,26.225,29.5
2010-08-18,24.7375,25.025,25.625,29.5
2010-08-19,24.9875,25.475,26.575,29.5
2010-08-20,24.95,25.35,26.25,29.5
2010-08-21,24.7375,25.3,26.575,29.5
2010-08-22,24.900000000000002,25.575,27.175,29.5
2010-08-23,25.1375,26.1,28.475,29.5
2010-08-24,25.125,26.0,28.075,29.5
2010-08-25,25.1625,25.875,27.5,29.5
2010-08-26,25.2,25.8,27.228571428571428,29.5
2010-08-27,25.6125,25.925,26.7,29.5
2010-08-28,25.5,26.35,28.425,29.5
2010-08-29,26.0,26.275,27.0,29.5
2010-08-30,25.142857142857142,25.542857142857144,26.514285714285712,29.5
2010-08-31,24.5625,24.9,25.65,29.5
2010-09-01,24.8375,25.775,27.95,30.2
2010-09-02,24.925,25.9,28.225,30.2
2010-09-03,24.3,25.475,27.925,30.2
2010-09-04,24.7125,25.825,28.4,30.2
2010-09-05,24.825,25.725,27.825,30.2
2010-09-06,25.225,26.05,28.0,30.2
2010-09-07,24.8375,25.55,27.2,30.2
2010-09-08,25.2,25.575,26.425,30.2
2010-09-09,24.275,24.975,26.575,30.2
2010-09-10,24.45,25.4,27.575,30.2
2010-09-11,24.6875,25.725,28.175,30.2
2010-09-12,24.25,25.575,28.55,30.2
2010-09-13,24.5625,25.625,27.950000000000003,30.2
2010-09-14,24.2375,25.325,27.75,30.2
2010-09-15,24.7625,25.975,28.525,30.2
2010-09-16,24.7875,25.75,28.0,30.2
2010-09-17,25.042857142857144,25.771428571428572,27.485714285714288,30.2
2010-09-18,24.725,25.675,27.875,30.2
2010-09-19,24.7875,25.525,27.225,30.2
2010-09-20,24.95,25.95,28.15,30.2
2010-09-21,24.775,25.875,28.5,30.2
2010-09-22,25.1,26.25,28.725,30.2
2010-09-23,25.3625,26.475,29.1,30.2
2010-09-24,25.2125,26.275,28.85,30.2
2010-09-25,25.0125,26.2,28.875,30.2
2010-09-26,25.5,26.7,29.675,30.2
2010-09-27,25.025,26.35,29.575,30.2
2010-09-28,24.075,25.8,29.825,30.2
2010-09-29,24.1,25.875,30.025,30.2
2010-09-30,24.675,26.125,29.6,30.2
2010-10-01,23.625,25.825,30.675,33.1
2010-10-02,22.4125,24.8,30.275,33.1
2010-10-03,22.900000000000002,25.485714285714288,31.2,33.1
2010-10-04,24.775,26.2,29.625,33.1
2010-10-05,24.55,25.6,28.125,33.1
2010-10-06,25.5125,26.6,29.3,33.1
2010-10-07,25.97142857142857,27.114285714285717,29.97142857142857,33.1
2010-10-08,25.05,26.4,29.55,33.1
2010-10-09,24.625,25.9,28.925,33.1
2010-10-10,23.225,25.075000000000003,29.1,33.1
2010-10-11,23.025,23.675,25.1,33.1
2010-10-12,23.0125,24.35,27.275,33.1
2010-10-13,22.8125,24.175,27.75,33.1
2010-10-14,23.3375,24.75,27.9,33.1
2010-10-15,24.25,25.425,28.15,33.1
2010-10-16,25.25,26.2,28.525,33.1
2010-10-17,24.925,26.075,28.725,33.1
2010-10-18,24.6125,25.775,28.5,33.1
2010-10-19,25.2125,26.025,27.975,33.1
2010-10-20,25.625,26.425,28.425,33.1
2010-10-21,25.5,26.475,28.475,33.1
2010-10-22,25.375,26.275,28.425,33.1
2010-10-23,24.5375,25.425,27.475,33.1
2010-10-24,23.6375,24.8,27.4,33.1
2010-10-25,24.175,25.0,26.825,33.1
2010-10-26,23.5625,25.2,28.875,33.1
2010-10-27,22.6875,24.825,29.325,33.1
2010-10-28,21.675,24.125,29.075,33.1
2010-10-29,21.7375,24.2,28.175,33.1
2010-10-30,21.1375,23.8,29.025,33.1
2010-10-31,19.55,22.8,28.8,33.1
2010-11-01,17.725,21.55,28.075,33.4
2010-11-02,16.837500000000002,21.0,27.925,33.4
2010-11-03,18.8,22.5,29.25,33.4
2010-11-04,23.1875,24.825,28.475,33.4
2010-11-05,23.925,25.375,28.725,33.4
2010-11-06,23.5,24.975,28.25,33.4
2010-11-07,19.8125,22.625,27.75,33.4
2010-11-08,20.3625,22.875,27.7,33.4
2010-11-09,23.425,24.9,28.125,33.4
2010-11-10,23.5125,25.0,28.25,33.4
2010-11-11,24.1875,25.45,28.4,33.4
2010-11-12,24.0125,25.15,27.675,33.4
2010-11-13,23.675,25.075,28.175,33.4
2010-11-14,23.3125,24.95,28.525,33.4
2010-11-15,23.425,24.75,27.75,33.4
2010-11-16,23.9125,25.05,27.7,33.4
2010-11-17,23.75,25.4,29.075,33.4
2010-11-18,23.4125,25.35,29.65,33.4
2010-11-19,23.3375,25.15,29.15,33.4
2010-11-20,24.3625,25.575,28.349999999999998,33.4
2010-11-21,24.05,25.175,27.75,33.4
2010-11-22,22.9375,24.225,26.975,33.4
2010-11-23,23.0,24.7,28.4,33.4
2010-11-24,23.375,24.175,25.8,33.4
2010-11-25,23.475,24.475,26.675,33.4
2010-11-26,23.712500000000002,24.775,27.2,33.4
2010-11-27,23.025,24.325,27.125,33.4
2010-11-28,21.9125,23.75,27.525,33.4
2010-11-29,21.3125,23.4,27.625,33.4
2010-11-30,21.4375,23.425,27.575,33.4
2010-12-01,21.425,23.175,26.775,31.9
2010-12-02,21.2875,22.9,26.225,31.9
2010-12-03,21.65,23.525,27.325,31.9
2010-12-04,21.7625,23.45,26.95,31.9
2010-12-05,21.05,23.175,27.3,31.9
2010-12-06,18.175,21.175,26.2,31.9
2010-12-07,16.6625,19.8,24.9,31.9
2010-12-08,18.225,20.775,25.25,31.9
2010-12-09,19.075,21.25,25.225,31.9
2010-12-10,15.875,18.775000000000002,23.225,31.9
2010-12-11,15.4625,18.150000000000002,22.25,31.9
2010-12-12,14.2625,17.425,21.9,31.9
2010-12-13,13.575,16.775,21.25,31.9
2010-12-14,14.65,17.85,22.35,31.9
2010-12-15,14.342857142857143,18.62857142857143,25.0,31.9
2010-12-16,15.075,18.3625,23.2,31.9
2010-12-17,15.3125,18.625,23.75,31.9
2010-12-18,15.675,18.95,24.15,31.9
2010-12-19,15.2875,18.05,22.4,31.9
2010-12-20,14.95,18.075,22.6375,31.9
2010-12-21,17.95,20.3,24.375,31.9
2010-12-22,17.575,19.125,21.85,31.9
2010-12-23,16.4125,18.1625,21.025,31.9
2010-12-24,17.3125,18.95,21.75,31.9
2010-12-25,16.975,18.85,22.0,31.9
2010-12-26,18.0,19.5375,22.2,31.9
2010-12-27,18.35,20.1,23.15,31.9
2010-12-28,18.5875,20.75,24.525,31.9
2010-12-29,18.9625,20.675,23.775,31.9
2010-12-30,15.7875,18.6,22.95,31.9
2010-12-31,10.6125,15.75,22.025,31.9
2011-01-01,11.375,15.625,21.075,30.4
2011-01-02,12.525,17.125,23.25,30.4
2011-01-03,16.162499999999998,19.3,24.3,30.4
2011-01-04,16.4875,20.1,25.975,30.4
2011-01-05,16.9,20.05,25.275,30.4
2011-01-06,13.3125,18.15,25.075,30.4
2011-01-07,7.35,14.525,22.2,30.4
2011-01-08,9.657142857142857,14.714285714285714,20.714285714285715,30.4
2011-01-09,13.066666666666668,16.366666666666667,21.133333333333333,30.399999999999995
2011-01-10,11.7625,16.9,23.4,30.4
2011-01-11,14.325,17.65,22.475,30.4
2011-01-12,13.9,17.2,22.025,30.4
2011-01-13,14.3,17.45,22.175,30.4
2011-01-14,15.657142857142857,17.885714285714286,21.342857142857145,30.4
2011-01-15,15.7625,18.175,22.0,30.4
2011-01-16,15.175,17.725,20.9,30.4
2011-01-17,14.9625,17.775,22.05,30.4
2011-01-18,13.6375,17.15,22.225,30.4
2011-01-19,14.8,17.6,21.9,30.4
2011-01-20,15.2,18.3,23.075,30.4
2011-01-21,13.6625,17.5,22.975,30.4
2011-01-22,14.757142857142856,17.82857142857143,22.571428571428573,30.4
2011-01-23,15.1625,18.15,22.775,30.4
2011-01-24,15.6125,18.725,23.4,30.4
2011-01-25,16.05,18.725,23.225,30.4
2011-01-26,14.425,18.05,23.475,30.4
2011-01-27,15.4125,18.575,23.5,30.4
2011-01-28,15.8,18.5,22.8,30.4
2011-01-29,13.275,17.175,22.7,30.4
2011-01-30,13.6375,17.275,22.65,30.4
2011-01-31,14.9375,18.375,23.675,30.4
2011-02-01,15.9125,19.075,24.15,31.1
2011-02-02,16.2125,19.35,24.5,31.1
2011-02-03,15.875,19.675,25.75,31.1
2011-02-04,14.5,18.875,25.4,31.1
2011-02-05,15.125,19.0,25.05,31.1
2011-02-06,14.475000000000001,18.675,24.9,31.1
2011-02-07,16.1,19.4,24.65,31.1
2011-02-08,17.0,19.825,24.425,31.1
2011-02-09,16.4,19.05,23.35,31.1
2011-02-10,16.25,19.1,23.7,31.1
2011-02-11,17.05,19.7,24.125,31.1
2011-02-12,16.771428571428572,19.97142857142857,25.25714285714286,31.1
2011-02-13,17.3375,19.775,23.9,31.1
2011-02-14,18.5375,20.6375,24.3,31.1
2011-02-15,18.2625,20.55,24.475,31.1
2011-02-16,17.45,19.8,23.65,31.1
2011-02-17,15.075,18.35,23.3,31.1
2011-02-18,15.700000000000001,18.625,23.175,31.1
2011-02-19,14.85,17.95,22.875,31.1
2011-02-20,12.725,17.6,24.05,31.1
2011-02-21,12.75,17.65,24.475,31.1
2011-02-22,15.0625,19.35,25.925,31.1
2011-02-23,17.925,20.675,25.4,31.1
2011-02-24,18.875,20.9,24.775,31.1
2011-02-25,17.1,19.825,24.275,31.1
2011-02-26,13.6875,17.9,23.975,31.1
2011-02-27,14.042857142857143,19.2,26.714285714285715,31.1
2011-02-28,17.275,20.825,26.925,31.1
2011-03-01,18.4125,21.4,26.75,32.6
2011-03-02,18.075,21.15,26.65,32.6
2011-03-03,17.214285714285715,20.97142857142857,27.457142857142856,32.6
2011-03-04,17.5375,20.55,25.599999999999998,32.6
2011-03-05,19.3125,22.15,27.4,32.6
2011-03-06,18.35,21.65,27.575,32.6
2011-03-07,18.457142857142856,22.0,28.428571428571427,32.6
2011-03-08,17.7625,21.925,29.225,32.6
2011-03-09,17.2625,20.7,26.5,32.6
2011-03-10,15.8625,20.1,26.45,32.6
2011-03-11,13.975,18.825,26.0,32.6
2011-03-12,14.125,19.225,26.95,32.6
2011-03-13,13.4875,19.1,27.2,32.6
2011-03-14,18.2375,21.2,26.425,32.6
2011-03-15,15.4875,20.375,28.175,32.6
2011-03-16,12.875,19.95,29.675,32.6
2011-03-17,13.387500000000001,19.625,28.5,32.6
2011-03-18,19.185714285714287,22.400000000000002,28.142857142857142,32.6
2011-03-19,21.6625,23.525,27.3,32.6
2011-03-20,18.2,21.575,27.275,32.6
2011-03-21,20.8375,22.725,26.475,32.6
2011-03-22,21.0125,22.8,26.375,32.6
2011-03-23,19.4625,22.05,26.775,32.6
2011-03-24,21.3625,23.15,26.8,32.6
2011-03-25,21.2375,23.025,26.65,32.6
2011-03-26,22.3125,24.225,28.35,32.6
2011-03-27,22.85,24.5,28.825,32.6
2011-03-28,20.675,23.925,30.1,32.6
2011-03-29,20.75,23.974999999999998,30.549999999999997,32.6
2011-03-30,21.175,23.975,29.525,32.6
2011-03-31,19.7125,23.2,29.5,32.6
2011-04-01,21.0,22.775,26.375,33.0
2011-04-02,21.6375,23.35,26.9,33.0
2011-04-03,21.6875,23.625,27.575,33.0
2011-04-04,20.9875,22.725,26.400000000000002,33.0
2011-04-05,21.8125,23.4,26.65,33.0
2011-04-06,22.6625,24.4,28.175,33.0
2011-04-07,22.775,24.55,28.325,33.0
2011-04-08,23.375,24.975,28.5,33.0
2011-04-09,23.25,24.8,28.225,33.0
2011-04-10,23.3375,24.85,28.225,33.0
2011-04-11,23.375,24.925,28.4,33.0
2011-04-12,24.125,25.7,29.325,33.0
2011-04-13,23.8625,25.575,29.474999999999998,33.0
2011-04-14,24.2125,25.725,29.275000000000002,33.0
2011-04-15,23.5625,25.125,28.6,33.0
2011-04-16,23.9125,25.55,29.125,33.0
2011-04-17,24.2125,25.7,29.15,33.0
2011-04-18,24.5875,26.075,29.525,33.0
2011-04-19,23.8625,25.35,28.7,33.0
2011-04-20,23.071428571428573,24.942857142857143,29.085714285714285,33.0
2011-04-21,23.85,25.4,28.925,33.0
2011-04-22,23.7875,25.25,28.575,33.0
2011-04-23,23.85,25.3,28.575,33.0
2011-04-24,24.3375,25.775,29.1,33.0
2011-04-25,22.7125,24.7,29.05,33.0
2011-04-26,22.5625,24.65,29.125,33.0
2011-04-27,23.428571428571427,25.085714285714285,28.82857142857143,33.0
2011-04-28,24.4375,25.95,29.45,33.0
2011-04-29,24.2,25.875,29.7,33.0
2011-04-30,24.2375,26.1,30.425,33.0
2011-05-01,24.925,26.375,29.85,33.3
2011-05-02,24.3875,25.825,29.15,33.3
2011-05-03,23.35,25.05,28.825,33.3
2011-05-04,23.35,25.25,29.5,33.3
2011-05-05,23.085714285714285,25.142857142857142,29.657142857142855,33.3
2011-05-06,23.2625,25.2,29.475,33.3
2011-05-07,23.4875,25.425,29.775,33.3
2011-05-08,23.9375,25.825,29.85,33.3
2011-05-09,23.85,25.625,29.65,33.3
2011-05-10,23.625,25.45,29.525,33.3
2011-05-11,23.175,25.05,29.425,33.3
2011-05-12,22.8875,25.0,29.625,33.3
2011-05-13,23.15,25.175,29.674999999999997,33.3
2011-05-14,24.2,25.875,29.75,33.3
2011-05-15,24.8625,26.35,29.9,33.3
2011-05-16,25.275,26.5,29.45,33.3
2011-05-17,25.7625,26.975,30.0,33.3
2011-05-18,25.3875,26.6,29.8,33.3
2011-05-19,24.575,26.25,30.15,33.3
2011-05-20,25.025,26.675,30.675,33.3
2011-05-21,25.5625,27.175,31.25,33.3
2011-05-22,25.8875,27.5,31.55,33.3
2011-05-23,25.975,27.45,31.175,33.3
2011-05-24,24.9,26.724999999999998,31.1,33.3
2011-05-25,24.3625,26.375,31.075,33.3
2011-05-26,24.05,26.025,30.6,33.3
2011-05-27,23.725,25.8375,30.65,33.3
2011-05-28,23.975,25.974999999999998,30.575,33.3
2011-05-29,25.0125,26.925,31.475,33.3
2011-05-30,25.4125,27.2,31.599999999999998,33.3
2011-05-31,25.4125,27.225,31.65,33.3
2011-06-01,25.675,27.35,31.525,32.0
2011-06-02,25.1625,26.775,30.7,32.0
2011-06-03,24.8,26.025000000000002,28.925,32.0
2011-06-04,25.0,25.599999999999998,27.0,32.0
2011-06-05,25.7125,26.425,28.175,32.0
2011-06-06,25.0625,25.9,27.85,32.0
2011-06-07,23.4875,25.325,29.425,32.0
2011-06-08,23.875,25.875,30.475,32.0
2011-06-09,24.55,25.6,28.025,32.0
2011-06-10,24.7875,25.25,26.349999999999998,32.0
2011-06-11,24.75,25.1,25.9,32.0
2011-06-12,25.3625,25.7,26.5,32.0
2011-06-13,25.7625,26.6,28.65,32.0
2011-06-14,25.2125,25.85,27.4,32.0
2011-06-15,25.4,26.225,28.225,32.0
2011-06-16,25.5375,26.3,28.175,32.0
2011-06-17,25.9625,26.95,29.4,32.0
2011-06-18,25.875,27.1,30.025,32.0
2011-06-19,25.82857142857143,27.0,29.885714285714283,32.0
2011-06-20,25.825,26.975,29.8,32.0
2011-06-21,25.6875,26.8,29.475,32.0
2011-06-22,25.65,26.9,29.95,32.0
2011-06-23,25.95,27.075,29.875,32.0
2011-06-24,25.7625,27.0,30.075,32.0
2011-06-25,25.525,26.775,29.875,32.0
2011-06-26,25.7875,26.925,29.675,32.0
2011-06-27,25.4875,26.575,29.2,32.0
2011-06-28,26.0375,26.8,28.675,32.0
2011-06-29,25.4625,26.6,29.35,32.0
2011-06-30,25.65,26.8,29.625,32.0
2011-07-01,25.3625,26.724999999999998,29.849999999999998,29.9
2011-07-02,25.45,26.4,28.7,29.9
2011-07-03,25.325,26.225,28.4,29.9
2011-07-04,25.3375,26.3,28.65,29.9
2011-07-05,25.2875,26.45,29.225,29.9
2011-07-06,24.8625,25.475,26.9,29.9
2011-07-07,24.4875,25.075,26.375,29.9
2011-07-08,24.4875,24.725,25.2,29.9
2011-07-09,24.6375,25.3,26.8,29.9
2011-07-10,25.45,26.225,28.15,29.9
2011-07-11,25.3125,26.175,28.225,29.9
2011-07-12,24.9375,25.625,27.25,29.9
2011-07-13,24.85,25.2,26.025,29.9
2011-07-14,24.725,25.0,25.6,29.9
2011-07-15,24.675,25.175,26.325,29.9
2011-07-16,25.4375,25.9,27.025,29.9
2011-07-17,25.4125,25.675,26.225,29.9
2011-07-18,25.525,25.95,26.95,29.9
2011-07-19,24.9625,25.3,26.075,29.9
2011-07-20,25.65,26.375,28.15,29.9
2011-07-21,25.4875,26.3,28.225,29.9
2011-07-22,25.475,26.325,28.35,29.9
2011-07-23,25.487499999999997,26.45,28.775,29.9
2011-07-24,25.625,26.55,28.825,29.9
2011-07-25,25.275,25.925,27.5,29.9
2011-07-26,24.975,25.7,27.375,29.9
2011-07-27,25.287499999999998,25.775000000000002,26.925,29.9
2011-07-28,24.8625,25.575,27.2,29.9
